repo.url,repo.language,repo.license,repo.star_count,repo.created_at,repo.updated_at,legacy.created_since,legacy.updated_since,legacy.contributor_count,legacy.org_count,legacy.commit_frequency,legacy.recent_release_count,legacy.updated_issues_count,legacy.closed_issues_count,legacy.issue_comment_frequency,legacy.github_mention_count,depsdev.dependent_count,original_pike_score
https://github.com/openwrt/openwrt,C,Other,11811,2004-03-28T00:16:07Z,2022-06-10T12:02:19Z,221,0,1111,3,54.69,3,9990,8192,2,40698,,0.76487
https://github.com/civicrm/civicrm-core,PHP,GNU Affero General Public License v3.0,449,2013-03-01T05:47:36Z,2022-06-14T00:00:58Z,113,0,547,7,117.83,36,15396,15325,2,1429,,0.76483
https://github.com/apache/pulsar,Java,Apache License 2.0,10990,2016-06-28T07:00:03Z,2022-06-13T18:20:37Z,72,0,572,8,53.29,8,16036,13852,2.49,7804,3888,0.76481
https://github.com/angular/components,TypeScript,MIT License,22750,2016-01-04T18:50:02Z,2022-06-14T16:37:39Z,78,0,653,5,20.94,90,24990,23143,2,19439,2574,0.76466
https://github.com/docker/docker-ce,Go,Apache License 2.0,5490,2013-01-19T00:13:39Z,2021-12-10T01:34:52Z,114,6,2820,11,19.46,14,661,659,1.59,3216,14,0.76463
https://github.com/envoyproxy/envoy,C++,Apache License 2.0,19775,2016-08-08T15:07:24Z,2022-06-13T11:14:07Z,71,0,982,4,45.25,21,21655,20379,2,11379,5,0.76424
https://github.com/RocketChat/Rocket.Chat,JavaScript,Other,32472,2015-05-19T07:36:09Z,2022-06-11T00:58:58Z,86,0,900,2,31.5,138,22975,19586,1.74,57258,,0.76420
https://github.com/openjdk/jdk,Java,GNU General Public License v2.0,13270,2007-12-01T00:00:00Z,2022-06-09T04:00:31Z,176,0,1618,3,87,54,9073,8894,2,2083,,0.76403
https://github.com/fastify/fastify,JavaScript,Other,23714,2016-09-28T19:10:14Z,2022-06-13T13:19:13Z,69,0,517,6,8.63,44,3824,3775,4.42,13740,1417,0.76403
https://github.com/JetBrains/intellij-community,,Apache License 2.0,13818,2004-11-05T17:15:51Z,2022-06-15T13:28:21Z,214,0,1557,2,579.62,52,1632,1441,2.34,1554,,0.76398
https://github.com/ansible/awx,Python,Other,11066,2013-02-28T14:10:20Z,2022-06-10T18:29:12Z,113,0,498,8,34.62,11,12306,10908,2,7887,,0.76387
https://github.com/wagtail/wagtail,Python,"BSD 3-Clause ""New"" or ""Revised"" License",12200,2014-01-22T12:27:23Z,2022-06-16T10:26:03Z,102,0,677,7,32.15,30,6618,5619,2.62,2379,199,0.76382
https://github.com/strapi/strapi,JavaScript,Other,45666,2015-09-30T15:34:48Z,2022-06-15T16:04:45Z,81,0,885,2,92.13,58,12537,12108,2,18389,742,0.76379
https://github.com/syl20bnr/spacemacs,Emacs Lisp,GNU General Public License v3.0,22277,2012-12-17T21:34:03Z,2022-06-12T07:22:22Z,115,0,1449,4,9.04,17,10385,9985,3.85,5269,,0.76378
https://github.com/mdn/browser-compat-data,JSON,Creative Commons Zero v1.0 Universal,4095,2016-03-29T18:50:07Z,2022-06-14T11:14:03Z,75,0,916,9,55.54,47,15568,14917,1.17,2468,953,0.76371
https://github.com/prettier/prettier,JavaScript,MIT License,42800,2016-11-29T17:13:37Z,2022-06-12T03:19:09Z,67,0,605,7,20.15,8,12872,11763,2,35242,22753,0.76367
https://github.com/webpack/webpack-dev-server,JavaScript,MIT License,7402,2012-09-17T10:52:18Z,2022-06-14T13:02:18Z,118,0,266,6,13.29,23,4161,4106,3.95,16015,24643,0.76354
https://github.com/astropy/astropy,Python,"BSD 3-Clause ""New"" or ""Revised"" License",3271,2011-07-21T01:33:49Z,2022-06-15T21:04:13Z,132,0,456,9,40.35,9,9023,7854,4.43,1534,1553,0.76332
https://github.com/chef/chef,Ruby,Apache License 2.0,6910,2008-03-06T07:31:38Z,2022-06-14T20:10:38Z,173,0,976,5,33.27,313,12955,12569,1.22,7043,,0.76318
https://github.com/docker/docker.github.io,HTML,Apache License 2.0,3538,2013-01-19T00:13:39Z,2022-06-10T10:21:02Z,114,0,4322,11,29.13,1,14688,13482,2,1068,,0.76310
https://github.com/FriendsOfPHP/PHP-CS-Fixer,PHP,MIT License,11130,2012-05-16T06:42:23Z,2022-06-06T16:57:03Z,122,0,315,11,12.42,17,4513,4076,3.78,5054,,0.76304
https://github.com/webdriverio/webdriverio,TypeScript,MIT License,7569,2011-08-30T19:02:35Z,2022-06-13T11:54:33Z,131,0,428,6,16.1,60,6883,6704,3.31,6479,4689,0.76289
https://github.com/libuv/libuv,C,Other,19586,2011-03-23T08:39:59Z,2022-06-11T04:32:08Z,136,0,510,8,3.4,4,2667,2482,5.18,34309,,0.76285
https://github.com/Gnucash/gnucash,C,Other,2267,1997-11-01T01:39:32Z,2022-06-12T21:18:39Z,299,0,359,4,21.56,5,1261,1223,4.39,124527,,0.76271
https://github.com/lxc/lxc,C,Other,3721,2008-08-06T14:32:29Z,2022-06-14T02:17:52Z,168,0,504,6,12.46,8,3276,3152,3.23,27372,,0.76269
https://github.com/mochajs/mocha,JavaScript,MIT License,21429,2011-03-07T18:44:25Z,2022-05-01T04:54:10Z,137,1,530,8,1.69,12,2978,2711,4.22,27416,11935,0.76262
https://github.com/HypothesisWorks/hypothesis,Python,Other,5963,2013-03-10T11:34:33Z,2022-06-12T20:53:20Z,112,0,283,8,20.13,116,3096,3046,2.68,11452,,0.76259
https://github.com/apple/swift,C++,Apache License 2.0,59872,2010-07-17T23:50:59Z,2022-06-15T15:14:25Z,145,0,1165,1,258.69,8,52570,46551,2,22140,,0.76251
https://github.com/telegramdesktop/tdesktop,C++,Other,19020,2014-05-02T12:36:31Z,2022-06-15T19:25:51Z,98,0,169,6,55.5,84,12485,11719,3.2,11708,,0.76238
https://github.com/tgstation/tgstation,DM,GNU Affero General Public License v3.0,1301,2010-08-23T14:10:17Z,2022-06-15T08:03:18Z,143,0,1523,2,176.15,1,49672,48032,2,29952,,0.76198
https://github.com/zcash/zcash,C++,Other,4614,2009-08-30T03:46:39Z,2022-06-09T17:09:03Z,155,0,589,5,28.08,8,5218,4161,5.11,4790,,0.76192
https://github.com/quarkusio/quarkus,Java,Apache License 2.0,10058,2018-06-22T06:05:28Z,2022-06-09T08:12:24Z,48,0,742,4,163.71,52,25490,23483,2,6100,73024,0.76176
https://github.com/vitejs/vite,TypeScript,MIT License,42739,2020-04-20T08:00:10Z,2022-06-07T04:21:00Z,25,0,568,7,31.48,118,6792,6212,2.86,15552,1614,0.76173
https://github.com/stylelint/stylelint,JavaScript,MIT License,9687,2014-12-04T16:25:23Z,2022-06-11T01:11:37Z,91,0,369,6,11.58,22,4529,4389,3.33,18512,3146,0.76170
https://github.com/pimcore/pimcore,PHP,Other,2555,2011-03-24T11:55:46Z,2022-06-15T12:13:31Z,136,0,500,8,36.13,35,10595,9985,1.78,3164,,0.76156
https://github.com/pkp/pkp-lib,PHP,GNU General Public License v3.0,255,2008-06-25T01:02:15Z,2022-06-08T09:24:09Z,170,0,233,5,34.48,7,6618,5549,3.53,33339,,0.76118
https://github.com/scipy/scipy,Python,"BSD 3-Clause ""New"" or ""Revised"" License",9749,2001-02-01T08:32:30Z,2022-06-16T01:59:02Z,260,0,1288,4,41.38,10,10961,9312,2,6431,25384,0.76111
https://github.com/hashicorp/terraform-provider-azurerm,Go,Mozilla Public License 2.0,3378,2014-10-14T00:24:25Z,2022-06-10T22:26:50Z,93,0,1365,5,98.56,52,17159,15276,2,913,6,0.76106
https://github.com/mperham/sidekiq,Ruby,Other,11877,2012-01-16T23:17:27Z,2022-06-13T13:27:57Z,126,0,568,10,4.56,14,2456,2426,3.62,8238,,0.76103
https://github.com/kubernetes/kubectl,Go,Apache License 2.0,1913,2017-03-30T19:50:22Z,2022-06-11T02:20:18Z,63,0,352,8,6.46,133,1227,1165,6.09,18711,2516,0.76092
https://github.com/aws/aws-sdk-js,JavaScript,Apache License 2.0,7054,2012-09-05T22:31:25Z,2022-06-13T19:01:22Z,118,0,188,8,5.87,224,4041,3851,3.54,25744,15093,0.76080
https://github.com/diffplug/spotless,Java,Apache License 2.0,2626,2014-03-15T16:28:19Z,2022-06-11T23:52:42Z,100,0,261,10,15.02,49,1216,1100,4.05,10046,197,0.76077
https://github.com/encode/django-rest-framework,Python,Other,23566,2010-12-29T19:37:57Z,2022-06-09T14:30:47Z,139,0,1273,10,2.13,11,4235,4016,2.85,5141,2289,0.76067
https://github.com/elixir-lang/elixir,Elixir,Apache License 2.0,20326,2011-01-09T08:43:57Z,2022-06-16T06:21:24Z,139,0,1303,9,16.62,9,7090,7050,3.04,1130,,0.76042
https://github.com/qt/qtbase,C++,,1693,2011-04-27T10:05:43Z,2022-06-13T10:53:34Z,135,0,1563,6,91.6,16,56,36,0.71,78323,,0.76039
https://github.com/phoenixframework/phoenix,Elixir,MIT License,18019,2014-01-18T16:18:11Z,2022-06-10T23:02:39Z,102,0,1127,9,8.94,13,3137,3090,2.65,3960,181,0.76036
https://github.com/jellyfin/jellyfin-web,JavaScript,GNU General Public License v2.0,854,2012-08-17T19:07:21Z,2022-06-07T23:05:58Z,119,0,1231,2,69.6,10,3645,3414,2.62,13789,,0.76031
https://github.com/facebook/folly,C++,Apache License 2.0,22101,2012-06-01T20:49:04Z,2022-06-14T19:07:56Z,122,0,1138,3,21.54,47,1404,1019,2.17,26643,,0.76029
https://github.com/ampproject/amphtml,JavaScript,Apache License 2.0,14859,2015-09-01T22:10:53Z,2022-06-15T19:36:33Z,82,0,1214,6,34.44,73,34949,33454,2,2148,205,0.76026
https://github.com/craftcms/cms,PHP,Other,2830,2011-03-25T22:20:38Z,2022-06-10T23:33:25Z,136,0,246,8,172.92,80,8700,8345,2,1636,,0.76008
https://github.com/flutter/plugins,Dart,"BSD 3-Clause ""New"" or ""Revised"" License",15792,2017-04-18T17:02:37Z,2022-06-11T16:03:05Z,62,0,546,3,20.52,294,5940,5842,2.75,46213,,0.76004
https://github.com/hashicorp/packer,Go,Mozilla Public License 2.0,13740,2013-03-23T05:42:03Z,2022-06-13T14:39:21Z,112,0,1453,7,7.92,11,11768,11454,3.1,2876,585,0.75994
https://github.com/google/closure-compiler,Java,Apache License 2.0,6489,2009-11-03T23:37:28Z,2022-06-15T17:07:32Z,153,0,1102,4,17.37,13,2277,1726,3.47,10414,922,0.75994
https://github.com/LimeSurvey/LimeSurvey,PHP,Other,2032,2003-03-07T13:58:22Z,2022-06-15T09:21:00Z,234,0,319,7,27.35,48,1974,1914,2.93,9171,,0.75992
https://github.com/cilium/cilium,Go,Apache License 2.0,12207,2015-12-16T12:33:31Z,2022-06-14T14:05:23Z,79,0,472,5,49.81,35,20115,19080,1.99,10273,85,0.75987
https://github.com/google/oss-fuzz,Shell,Apache License 2.0,7495,2016-07-20T19:39:50Z,2022-06-12T21:40:23Z,71,0,669,5,27.94,0,7824,7374,2.51,214975,,0.75984
https://github.com/Yoast/wordpress-seo,JavaScript,Other,1508,2012-11-16T15:16:29Z,2022-06-14T09:40:58Z,116,0,386,3,132.67,212,13963,13185,2.4,7396,,0.75981
https://github.com/apache/superset,TypeScript,Apache License 2.0,46619,2015-07-02T22:16:59Z,2022-06-16T04:22:09Z,84,0,821,5,78,54,18686,17538,2,2619,5,0.75980
https://github.com/ros/rosdistro,Python,Other,686,2012-01-11T00:13:17Z,2022-06-15T07:02:39Z,126,0,1754,7,63.81,12,21796,21740,0.54,2746,,0.75969
https://github.com/CTSRD-CHERI/cheribsd,,Other,99,2013-10-23T18:58:38Z,2022-05-23T15:34:17Z,105,0,2407,7,348.62,40,1305,1171,1.44,193,,0.75965
https://github.com/spesmilo/electrum,Python,MIT License,5753,2011-11-04T17:00:37Z,2022-06-14T15:14:02Z,129,0,365,5,12.54,14,6041,5046,3.25,23329,,0.75962
https://github.com/robolectric/robolectric,Java,Other,5477,2010-06-28T22:27:43Z,2022-06-10T18:22:18Z,145,0,744,8,16.63,11,5206,4515,1.45,9552,,0.75958
https://github.com/github/linguist,Ruby,MIT License,9925,2011-05-09T22:53:13Z,2022-06-09T08:45:06Z,135,0,1092,7,3.27,7,2655,2555,4.38,10225,,0.75935
https://github.com/aosp-mirror/platform_frameworks_base,Java,Other,10005,2008-10-21T14:00:00Z,2022-06-16T18:51:54Z,166,0,4672,3,719.94,100,95,92,0.98,2260,,0.75926
https://github.com/RasaHQ/rasa,Python,Apache License 2.0,14422,2016-10-14T12:27:49Z,2022-06-10T12:55:32Z,68,0,541,4,59.92,50,11165,10289,2,13396,,0.75921
https://github.com/saleor/saleor,Python,Other,16264,2013-02-12T16:46:39Z,2022-06-13T09:51:05Z,113,0,238,5,20.87,135,8752,8515,2.57,25289,,0.75919
https://github.com/opnsense/core,PHP,"BSD 2-Clause ""Simplified"" License",2012,2014-10-27T17:46:50Z,2022-06-14T12:14:21Z,92,0,213,6,21.15,35,4731,4564,5.1,7642,,0.75918
https://github.com/osmandapp/OsmAnd,Java,Other,3196,2010-04-25T22:02:43Z,2022-06-15T18:55:43Z,147,0,1350,4,140.08,0,11536,9317,2.05,17333,,0.75905
https://github.com/marmelab/react-admin,TypeScript,MIT License,19866,2016-07-05T14:03:26Z,2022-06-13T15:38:13Z,72,0,547,8,68.25,44,7820,7677,2.27,1720,655,0.75886
https://github.com/nextcloud/desktop,C++,GNU General Public License v2.0,2057,2008-02-27T17:56:47Z,2022-06-10T10:05:15Z,173,0,281,11,23.79,23,4610,3936,4.93,1140,,0.75883
https://github.com/swagger-api/swagger-ui,JavaScript,Apache License 2.0,22214,2011-07-15T22:56:39Z,2022-06-03T17:08:45Z,132,0,519,9,6.98,47,6444,5659,2.4,4911,1507,0.75868
https://github.com/electron/apps,JavaScript,,1543,2016-08-31T19:35:56Z,2022-05-10T12:12:58Z,70,1,979,5,22.35,506,1986,1967,1.19,32770,1,0.75868
https://github.com/matrix-org/synapse,Python,Apache License 2.0,9572,2014-08-11T15:51:42Z,2022-06-14T18:27:53Z,95,0,421,5,39.06,83,12068,10655,2,10816,1,0.75853
https://github.com/MicrosoftDocs/visualstudio-docs,Python,Creative Commons Attribution 4.0 International,852,2016-10-09T02:33:39Z,2022-06-10T23:05:43Z,69,0,1114,5,119.44,0,8085,7916,2.4,25851,,0.75849
https://github.com/pantsbuild/pants,Python,Apache License 2.0,2049,2011-03-16T14:00:12Z,2022-06-14T00:33:09Z,136,0,280,7,39.54,76,12562,11970,1.84,7486,49,0.75840
https://github.com/hashicorp/vault,Go,Mozilla Public License 2.0,24263,2015-02-25T00:15:59Z,2022-06-13T18:17:07Z,88,0,1196,3,34.83,41,14578,13402,2,8016,7929,0.75835
https://github.com/explosion/spaCy,Python,MIT License,23600,2014-07-03T15:15:40Z,2022-06-15T13:32:02Z,96,0,683,6,15.33,16,8185,8075,3.13,5652,,0.75816
https://github.com/grails/grails-core,HTML,Apache License 2.0,2674,2005-07-02T21:51:31Z,2022-06-15T14:46:29Z,206,0,330,11,15.35,24,2776,2503,2.23,7387,2,0.75815
https://github.com/apache/dubbo,Java,Apache License 2.0,37406,2011-10-20T15:04:29Z,2022-06-14T07:11:27Z,129,0,428,7,16.48,14,10050,9654,2.3,10589,2045,0.75796
https://github.com/dotnet/core,PowerShell,MIT License,17738,2014-11-18T00:44:57Z,2022-06-14T18:16:19Z,92,0,311,3,10.46,42,6436,6064,3.46,67117,5,0.75790
https://github.com/keras-team/keras,Python,Apache License 2.0,55421,2015-03-28T00:35:42Z,2022-06-13T21:02:19Z,87,0,1071,7,29.75,16,14930,14584,2,2572,225,0.75790
https://github.com/ember-cli/ember-cli,JavaScript,MIT License,3308,2013-11-03T17:34:43Z,2022-06-16T05:45:30Z,104,0,560,6,10.5,24,4152,3977,2.87,8789,840,0.75790
https://github.com/npm/npm,,,17396,2009-09-29T17:21:24Z,2020-08-07T14:31:17Z,154,22,569,10,0,46,10337,8230,2,39578,3147,0.75789
https://github.com/microsoft/vcpkg,CMake,Other,15911,2016-09-15T16:40:50Z,2022-06-10T20:11:26Z,69,0,1682,3,54.12,12,24426,23262,1.64,11813,,0.75782
https://github.com/gohugoio/hugo,Go,Apache License 2.0,59501,2013-07-04T15:26:26Z,2022-06-13T11:16:45Z,108,0,784,4,14.29,43,9881,9261,2,13556,127,0.75769
https://github.com/JetBrains/kotlin,Kotlin,,41762,2010-11-08T11:03:36Z,2022-06-08T09:38:33Z,141,0,755,1,159.85,22,3962,3822,1.95,24121,,0.75764
https://github.com/lodash/lodash,JavaScript,Other,53458,2009-10-25T18:36:12Z,2021-04-23T17:25:37Z,153,13,327,9,0,33,5204,4816,2.04,101781,2075764,0.75743
https://github.com/solana-labs/token-list,Go,Apache License 2.0,1160,2020-11-06T15:19:27Z,2022-06-07T15:02:26Z,19,0,5000,3,450.6,785,28946,24022,0.25,4581,78,0.75742
https://github.com/libretro/RetroArch,C,GNU General Public License v3.0,6708,2005-04-23T18:22:55Z,2022-06-16T14:42:57Z,208,0,625,5,41.35,15,11112,8662,2,6322,,0.75736
https://github.com/SeleniumHQ/selenium,Java,Apache License 2.0,23873,2004-11-03T22:17:13Z,2022-06-13T18:05:38Z,214,0,742,6,25.58,6,9989,9876,2,11267,,0.75733
https://github.com/grate-driver/linux,C,Other,48,2013-10-28T23:36:46Z,2022-03-22T18:25:21Z,105,2,5000,10,1237.38,4,123,114,2.94,87,,0.75729
https://github.com/discordjs/discord.js,JavaScript,,19584,2015-08-10T13:36:26Z,2022-06-13T21:43:10Z,83,0,448,7,22.85,29,7080,7005,2.35,6014,5606,0.75681
https://github.com/haskell/cabal,Haskell,Other,1382,2004-04-26T16:28:22Z,2022-06-13T12:52:15Z,220,0,430,7,17.65,3,5349,4066,4.64,10221,,0.75660
https://github.com/helm/charts,Go,Apache License 2.0,15414,2015-10-26T22:17:55Z,2021-12-21T05:55:10Z,80,5,3691,11,0.02,0,24524,24524,2,73558,,0.75650
https://github.com/ARMmbed/mbed-os,C,Other,4102,2013-02-18T15:23:11Z,2022-06-10T10:14:00Z,113,0,962,6,17.94,7,13418,13244,2.98,4581,,0.75585
https://github.com/assimp/assimp,C++,Other,7898,2008-05-05T12:36:31Z,2022-06-11T19:57:41Z,171,0,631,7,16.9,13,3769,3161,1.93,9239,1,0.75575
https://github.com/yt-dlp/yt-dlp,Python,The Unlicense,26510,2008-07-21T21:12:31Z,2022-06-07T13:00:27Z,168,0,1145,4,31.54,25,3881,3259,3.31,1594,67,0.75566
https://github.com/vector-im/element-web,TypeScript,Apache License 2.0,8436,2015-06-09T16:40:42Z,2022-06-14T21:03:18Z,85,0,579,8,21.52,74,21541,17164,2,3592,,0.75562
https://github.com/jruby/jruby,Ruby,Other,3609,2001-09-10T19:47:24Z,2022-06-11T14:36:29Z,252,0,485,7,23.98,7,4141,3617,3.25,6589,1437,0.75553
https://github.com/harfbuzz/harfbuzz,C++,Other,2511,2000-12-20T04:41:36Z,2022-06-13T17:55:26Z,261,0,192,4,31.4,18,3356,3213,3.73,28057,2,0.75516
https://github.com/aws/aws-cli,Python,Other,12508,2012-11-15T23:44:00Z,2022-06-13T18:48:50Z,116,0,390,6,17.96,177,5328,4762,3.42,3999,201,0.75516
https://github.com/facebook/watchman,C++,MIT License,10922,2012-11-29T23:35:52Z,2022-06-14T00:37:00Z,116,0,276,3,78.06,47,744,602,3.74,31176,65795,0.75492
https://github.com/Azure/azure-sdk-for-net,C#,MIT License,3798,2011-12-06T23:32:47Z,2022-06-15T12:56:42Z,128,0,1316,2,62.96,743,27129,25375,2,4489,,0.75473
https://github.com/prebid/Prebid.js,JavaScript,Apache License 2.0,1103,2015-07-19T03:26:23Z,2022-06-15T16:57:24Z,84,0,1161,7,22.35,62,8160,8054,2.56,1040,,0.75465
https://github.com/electron-userland/electron-builder,TypeScript,MIT License,12116,2015-05-21T07:45:02Z,2022-06-07T15:25:48Z,86,0,431,9,5.44,47,6353,6136,4.36,3231,1613,0.75459
https://github.com/spack/spack,Python,Other,2719,2013-02-14T01:50:44Z,2022-06-16T16:25:56Z,113,0,1196,6,97.29,5,30128,27845,2,1594,,0.75423
https://github.com/apache/lucene,Java,Apache License 2.0,960,2001-09-11T21:44:36Z,2022-06-04T06:05:44Z,252,0,362,9,16.38,21,946,847,3.05,9085,,0.75413
https://github.com/chakra-ui/chakra-ui,TypeScript,MIT License,26650,2019-07-11T08:08:39Z,2022-06-08T06:59:33Z,35,0,539,9,27.79,1233,5056,4980,3.16,3266,30194,0.75413
https://github.com/kubernetes/test-infra,Go,Apache License 2.0,3339,2015-08-21T04:56:08Z,2022-06-14T07:55:33Z,82,0,1277,4,144.27,0,26179,25989,2,22633,200,0.75403
https://github.com/oracle/graaljs,C++,Universal Permissive License v1.0,1256,2009-02-16T00:02:00Z,2022-06-08T23:23:25Z,162,0,3752,10,84.98,6,611,523,4.15,103,,0.75388
https://github.com/Kong/kong,Lua,Apache License 2.0,32078,2014-11-17T23:56:08Z,2022-06-14T15:26:23Z,92,0,319,2,16.69,13,7305,6956,2.82,195562,,0.75374
https://github.com/backstage/backstage,TypeScript,Apache License 2.0,16727,2020-01-24T22:39:49Z,2022-06-08T03:39:29Z,28,0,885,5,259.1,155,11541,11022,2.5,1458,2950,0.75335
https://github.com/square/okhttp,Kotlin,Apache License 2.0,42309,2011-05-25T05:18:01Z,2022-06-14T02:10:43Z,134,0,297,8,5.46,10,4858,4721,3.06,21023,33670,0.75288
https://github.com/neovim/neovim,Vim script,Other,54428,2014-01-31T13:39:15Z,2022-06-16T10:51:36Z,101,0,839,4,69.12,7,14841,13382,2,7573,,0.75285
https://github.com/goreleaser/goreleaser,Go,MIT License,10190,2016-12-21T12:35:34Z,2022-06-12T02:25:04Z,66,0,286,9,15.83,50,2854,2823,3.87,5985,359,0.75282
https://github.com/dotnet/roslyn,C#,MIT License,15996,2014-03-18T22:47:06Z,2022-06-14T07:01:56Z,100,0,652,2,222.94,5,51817,42952,2,20001,,0.75269
https://github.com/ESMCI/cime,Python,Other,125,2009-06-08T21:05:14Z,2022-06-08T16:40:31Z,158,0,246,7,16.12,50,4045,3800,3.07,7170,,0.75264
https://github.com/prestodb/presto,Java,Apache License 2.0,13555,2012-08-08T19:58:34Z,2022-06-14T00:32:33Z,119,0,680,5,19.31,33,12840,11882,2,4775,1198,0.75243
https://github.com/hashicorp/consul,Go,Mozilla Public License 2.0,24903,2013-11-04T22:15:27Z,2022-05-24T16:51:52Z,104,0,919,3,57.5,49,11785,10667,2.26,3285,7522,0.75241
https://github.com/facebook/docusaurus,TypeScript,MIT License,33921,2017-06-20T16:13:53Z,2022-06-11T03:51:09Z,60,0,924,7,27.12,21,7012,6821,2,3042,1150,0.75225
https://github.com/dlang/phobos,D,Boost Software License 1.0,1096,2007-09-10T00:22:45Z,2022-06-01T13:34:34Z,179,0,553,7,9.35,30,4074,4007,4.7,1426,,0.75224
https://github.com/python/mypy,Python,Other,13240,2012-10-31T14:20:23Z,2022-06-11T18:19:19Z,117,0,570,7,14.25,6,11521,9305,2,14293,338,0.75204
https://github.com/atom/atom,JavaScript,MIT License,58170,2011-08-19T04:11:59Z,2022-06-08T15:02:25Z,131,0,626,5,4.19,6,19745,18823,2,72412,,0.75190
https://github.com/Sylius/Sylius,PHP,MIT License,6865,2011-09-09T14:12:24Z,2022-06-15T12:05:40Z,131,0,785,4,56.71,32,9274,8807,2,2222,,0.75186
https://github.com/w3c/csswg-drafts,HTML,Other,3502,1997-07-21T17:43:54Z,2022-06-13T16:29:06Z,303,0,319,8,25.29,0,7142,4843,5.49,16036,,0.75166
https://github.com/dimagi/commcare-hq,Python,"BSD 3-Clause ""New"" or ""Revised"" License",458,2009-03-10T18:31:39Z,2022-06-16T21:48:08Z,161,0,214,4,201.33,1238,19640,19384,2,4906,,0.75165
https://github.com/rack/rack,Ruby,Other,4382,2007-02-15T18:05:00Z,2022-06-14T03:58:11Z,186,0,501,9,2.54,5,927,908,3.7,52788,,0.75160
https://github.com/ckeditor/ckeditor5,JavaScript,Other,5982,2014-06-06T12:37:17Z,2022-06-14T04:52:03Z,97,0,143,3,81.92,10,11709,9192,2,124994,23043,0.75137
https://github.com/haproxy/haproxy,C,Other,2876,2005-12-17T11:21:26Z,2022-06-09T09:54:38Z,200,0,347,5,57.4,18,1732,1476,5.83,2199,,0.75133
https://github.com/tasks/tasks,Kotlin,GNU General Public License v3.0,2152,2010-05-06T05:49:10Z,2022-06-11T17:25:26Z,147,0,233,3,12.33,14,1624,1144,2.44,362180,,0.75131
https://github.com/mockito/mockito,Java,MIT License,13007,2007-11-15T10:29:55Z,2022-06-13T18:30:29Z,177,0,274,6,4.13,16,2331,2008,3.89,40453,69938,0.75122
https://github.com/ethereum/solidity,C++,GNU General Public License v3.0,17140,2014-01-03T01:27:19Z,2022-06-15T21:54:38Z,102,0,570,7,38.62,10,12251,11173,2,4170,,0.75116
https://github.com/sveltejs/svelte,TypeScript,MIT License,59407,2016-11-16T00:33:17Z,2022-06-12T14:37:49Z,67,0,535,6,9.98,67,7441,6709,3.2,7210,962,0.75098
https://github.com/netlify/cli,JavaScript,MIT License,1328,2014-10-11T00:43:43Z,2022-06-15T01:46:28Z,93,0,148,8,30.13,452,4674,4404,1.71,18854,32,0.75094
https://github.com/RIOT-OS/RIOT,C,Other,4200,2010-09-22T13:10:42Z,2022-06-13T09:49:56Z,142,0,429,6,84.85,4,13428,12734,2.98,3889,,0.75067
https://github.com/projectcalico/calico,Go,,3573,2013-10-01T04:11:13Z,2022-06-10T22:59:51Z,105,0,596,7,66.87,25,6213,5896,2.32,723,5,0.75063
https://github.com/wordpress-mobile/WordPress-Android,Kotlin,GNU General Public License v2.0,2662,2009-09-11T00:14:36Z,2022-06-13T16:01:57Z,155,0,218,2,158.98,111,12513,11718,2,22448,,0.75061
https://github.com/Azure/azure-sdk-for-java,Java,MIT License,1466,2011-10-13T18:17:58Z,2022-06-15T10:28:42Z,129,0,520,5,62.54,1978,28561,27223,2,2110,,0.75048
https://github.com/MISP/MISP,PHP,GNU Affero General Public License v3.0,3819,2011-11-26T09:45:31Z,2022-06-09T07:53:09Z,128,0,254,7,51.4,15,7432,5409,2.16,5136,,0.75040
https://github.com/oracle/graal,Java,Other,17132,2011-04-22T13:08:53Z,2022-06-14T19:21:16Z,135,0,325,2,176.62,17,4454,3583,4.42,4726,6471,0.75029
https://github.com/cosmos/cosmos-sdk,Go,Other,4062,2016-02-06T07:15:53Z,2022-06-14T21:16:21Z,77,0,352,8,21.94,32,12043,11435,2,5916,2576,0.75007
https://github.com/lampepfl/dotty,Scala,Apache License 2.0,4990,2012-12-06T12:57:33Z,2022-06-14T06:40:26Z,115,0,417,9,64.71,21,14428,13574,2,892,10939,0.75002
https://github.com/remix-run/react-router,TypeScript,MIT License,47245,2014-05-09T17:18:08Z,2022-06-10T00:59:38Z,98,0,770,8,11.65,51,8749,8655,2.01,2223,14709,0.74998
https://github.com/Automattic/wp-calypso,JavaScript,GNU General Public License v2.0,12064,2015-11-10T20:00:16Z,2022-06-15T14:05:39Z,80,0,882,3,105.46,34,58764,54636,2,2870,,0.74978
https://github.com/tendermint/tendermint,Go,Other,4972,2014-04-19T00:31:57Z,2022-06-15T13:04:13Z,99,0,308,7,22.65,16,8483,7989,2.54,7211,2947,0.74965
https://github.com/instructure/canvas-lms,Ruby,GNU Affero General Public License v3.0,4415,2011-02-01T00:08:40Z,2022-06-08T22:19:06Z,138,0,520,7,115.19,707,1301,919,2.8,931,22,0.74949
https://github.com/neo4j/neo4j,Java,Other,10116,2007-05-24T01:34:45Z,2022-06-07T12:13:00Z,183,0,322,9,28.23,25,7021,6766,1.25,4357,23335,0.74947
https://github.com/NREL/EnergyPlus,C++,Other,738,2013-11-22T14:47:34Z,2022-06-16T20:14:01Z,104,0,96,7,89.21,24,4226,3415,4.32,3570,,0.74945
