Name,Maintained,CodeReview,Criticality
github.com/twigphp/Twig,10,0,626
github.com/EC-CUBE/ec-cube,10,2,680
github.com/coreui/coreui,7,0,682
github.com/apache/airflow,10,10,79
github.com/alpinelinux/aports,10,0,170
github.com/openstack/openstack,10,0,202
github.com/renovatebot/renovate,10,6,216
github.com/TrinityCore/TrinityCore,10,0,264
github.com/rust-lang/cargo,10,5,168
github.com/jupyterhub/jupyterhub,10,2,643
github.com/facebook/hhvm,10,7,127
github.com/prometheus/prometheus,10,5,126
github.com/tock/tock,10,10,727
github.com/WebKit/WebKit,10,7,80
github.com/doctrine/orm,10,7,179
github.com/matrix-org/matrix-react-sdk,10,9,155
github.com/moment/moment,0,1,503
github.com/FasterXML/jackson-databind,10,0,624
github.com/MicrosoftDocs/azure-devops-docs,10,0,771
github.com/rack/rack,10,6,394
github.com/aio-libs/aiohttp,10,1,504
github.com/dotansimha/graphql-code-generator,10,1,585
github.com/nextauthjs/next-auth,10,5,919
github.com/mattermost/mattermost-server,10,10,650
github.com/InsightSoftwareConsortium/ITK,10,10,917
github.com/abpframework/abp,10,10,730
github.com/CocoaPods/CocoaPods,1,4,710
github.com/mozilla/gecko-dev,10,2,604
github.com/apache/incubator-nuttx,10,10,708
github.com/tldr-pages/tldr,10,10,656
github.com/kubernetes/minikube,10,7,535
github.com/karma-runner/karma,3,6,536
github.com/mysql/mysql-server,10,0,663
github.com/fog/fog,10,6,456
github.com/lammps/lammps,10,10,657
github.com/aws/aws-sdk-ruby,10,1,139
github.com/sphinx-doc/sphinx,10,0,227
github.com/facebook/react,10,8,87
github.com/juju/juju,10,6,226
github.com/pytest-dev/pytest,10,10,189
github.com/ARMmbed/mbed-os,10,10,362
github.com/PyCQA/pylint,10,10,188
github.com/expressjs/express,10,1,774
github.com/python-pillow/Pillow,10,1,194
github.com/psf/black,10,8,627
github.com/Leaflet/Leaflet,10,8,652
github.com/tokyo-metropolitan-gov/covid19,10,5,862
github.com/buildbot/buildbot,10,5,82
github.com/saltstack/salt,10,9,39
github.com/curl/curl,10,0,83
github.com/owncloud/core,10,6,91
github.com/openjdk/jdk,10,0,275
github.com/prebid/Prebid.js,10,8,371
github.com/firebase/firebase-tools,10,7,594
github.com/okonet/lint-staged,10,10,591
github.com/netdata/netdata,10,8,912
github.com/termux/termux-packages,10,0,228
github.com/request/request,0,2,448
github.com/kubernetes/kubectl,10,0,307
github.com/bioconda/bioconda-recipes,10,9,630
github.com/u-boot/u-boot,10,0,140
github.com/containers/storage,10,3,150
github.com/home-assistant/frontend,10,9,913
github.com/opencart/opencart,10,0,187
github.com/GNOME/gtk,10,0,495
github.com/TeamNewPipe/NewPipe,10,6,590
github.com/consul/consul,10,10,506
github.com/facebookincubator/BOLT,0,0,635
github.com/xianyi/OpenBLAS,10,0,848
github.com/graphql/graphql-js,10,4,882
github.com/zulip/zulip,10,0,568
github.com/open-mmlab/mmdetection,10,3,644
github.com/facebook/create-react-app,0,1,511
github.com/pyca/cryptography,10,10,633
github.com/googleapis/google-cloud-python,10,9,911
github.com/jupyter/notebook,10,4,92
github.com/dotnet/core,10,6,347
github.com/FriendsOfPHP/PHP-CS-Fixer,10,7,288
github.com/photonstorm/phaser,10,0,430
github.com/cilium/cilium,10,10,322
github.com/apache/flink,10,6,67
github.com/hibernate/hibernate-orm,10,2,231
github.com/openwrt/packages,10,0,175
github.com/zephyrproject-rtos/zephyr,10,10,88
github.com/scala/scala,10,4,89
github.com/Xilinx/linux-xlnx,10,0,41
github.com/mrdoob/three.js,10,2,40
github.com/bigbluebutton/bigbluebutton,10,8,110
github.com/ArduPilot/ardupilot,10,6,68
github.com/OP-TEE/optee_os,10,1,523
github.com/ros/rosdistro,10,1,326
github.com/elastic/kibana,10,9,93
github.com/kubernetes/release,10,10,527
github.com/WordPress/gutenberg,10,9,207
github.com/cython/cython,10,0,554
github.com/MarlinFirmware/Marlin,10,0,196
github.com/tensorflow/tensorflow,10,9,11
github.com/spring-projects/spring-framework,10,0,250
github.com/geotools/geotools,10,3,820
github.com/solana-labs/solana,10,4,522
github.com/swig/swig,10,0,818
github.com/lxc/lxd,10,6,449
github.com/fastlane/fastlane,10,8,229
github.com/NixOS/nixpkgs,10,6,7
github.com/doctrine/dbal,10,10,161
github.com/apache/pulsar,10,10,270
github.com/OpenRA/OpenRA,10,9,999
github.com/helm/helm,10,10,426
github.com/mozilla/pdf.js,10,9,769
github.com/moby/moby,10,9,62
github.com/intel/gvt-linux,0,0,9
github.com/electron/electron,10,7,63
github.com/Koenkk/zigbee-herdsman-converters,10,0,493
github.com/php/php-src,10,0,6
github.com/mesa3d/mesa,10,0,854
github.com/composer/composer,10,0,60
github.com/apache/camel,10,2,173
github.com/guardian/frontend,10,10,592
github.com/ros-planning/moveit,10,4,628
github.com/facebook/docusaurus,10,10,387
github.com/kubernetes-sigs/external-dns,10,10,772
github.com/guzzle/guzzle,10,6,836
github.com/chef/chef,10,4,286
github.com/kubernetes/kubernetes,10,10,4
github.com/grafana/grafana,10,10,56
github.com/axboe/fio,10,0,621
github.com/libuv/libuv,10,8,290
github.com/docker/docker.github.io,10,10,287
github.com/Yoast/wordpress-seo,10,0,324
github.com/docker/machine,0,3,850
github.com/kubernetes/kops,10,10,158
github.com/mono/mono,10,5,143
github.com/dotnet/aspnetcore,10,10,232
github.com/apache/nifi,10,0,910
github.com/percona/percona-server,10,10,768
github.com/kubernetes/dashboard,10,8,418
github.com/h5bp/html5-boilerplate,10,8,855
github.com/wxWidgets/wxWidgets,10,0,253
github.com/serverless/serverless,10,6,141
github.com/apache/spark,10,0,14
github.com/gnuradio/gnuradio,10,10,649
github.com/apollographql/apollo-server,10,3,442
github.com/fluent/fluent-bit,10,2,526
github.com/dotnet/runtime,10,10,101
github.com/apache/superset,10,10,325
github.com/torvalds/linux,10,0,1
github.com/pmd/pmd,10,0,142
github.com/pytorch/pytorch,10,10,10
github.com/cli/cli,10,8,160
github.com/raspberrypi/linux,10,0,12
github.com/markedjs/marked,10,2,567
github.com/electron/apps,10,4,339
github.com/runelite/runelite,10,0,776
github.com/ILIAS-eLearning/ILIAS,10,0,434
github.com/joomla/joomla-cms,10,1,54
github.com/docker-library/official-images,10,0,598
github.com/astropy/astropy,10,9,285
github.com/MicrosoftDocs/azure-docs,10,0,15
github.com/chrislusf/seaweedfs,10,0,651
github.com/huggingface/transformers,10,10,233
github.com/denoland/deno,10,10,647
github.com/numpy/numpy,10,1,61
github.com/idaholab/moose,10,10,826
github.com/kubernetes/ingress-nginx,10,10,425
github.com/mui/material-ui,10,7,111
github.com/nodejs/node,10,8,3
github.com/spring-projects/spring-security,10,0,432
github.com/snapcore/snapd,10,9,631
github.com/bazelbuild/bazel,10,10,121
github.com/axios/axios,10,5,261
github.com/mattermost/mattermost-webapp,10,10,555
github.com/symfony/symfony,10,4,5
github.com/chartjs/Chart.js,10,10,749
github.com/scikit-image/scikit-image,10,10,553
github.com/trufflesuite/truffle,10,8,423
github.com/Baystation12/Baystation12,10,5,433
github.com/home-assistant/core,10,9,53
github.com/rails/rails,10,2,8
github.com/yt-dlp/yt-dlp,10,1,364
github.com/HypothesisWorks/hypothesis,10,5,294
github.com/hashicorp/consul,10,10,386
github.com/getsentry/sentry,10,10,206
github.com/google/oss-fuzz,10,9,323
github.com/flutter/engine,10,10,230
github.com/angular/components,10,10,271
github.com/RasaHQ/rasa,10,10,332
github.com/pydata/xarray,10,3,720
github.com/magento/devdocs,10,0,238
github.com/Homebrew/brew,10,10,70
github.com/cloudfoundry/bosh,10,0,422
github.com/gatsbyjs/gatsby,10,8,16
github.com/esphome/esphome,10,5,829
github.com/RocketChat/Rocket.Chat,10,9,274
github.com/spack/spack,10,10,373
github.com/git/git,10,0,2
github.com/flutter/plugins,10,10,318
github.com/civicrm/civicrm-core,10,0,269
github.com/wagtail/wagtail,10,4,279
github.com/mochajs/mocha,10,5,293
github.com/citation-style-language/styles,10,0,559
github.com/opf/openproject,10,2,420
github.com/strapi/strapi,10,7,280
github.com/grpc/grpc,10,9,151
github.com/webpack/webpack-dev-server,10,9,284
github.com/openssl/openssl,10,0,42
github.com/Codeception/Codeception,10,5,424
github.com/rook/rook,10,10,475
github.com/vuejs/vue,10,0,474
github.com/typescript-eslint/typescript-eslint,10,3,98
github.com/hashicorp/terraform,10,9,96
github.com/dotnet/sdk,10,10,239
github.com/sebastianbergmann/phpunit,10,0,112
github.com/gardener/gardener,10,9,821
github.com/babel/babel,10,7,44
github.com/prettier/prettier,10,8,283
github.com/webpack/webpack,10,8,57
github.com/pypa/pip,10,1,249
github.com/opencontainers/runc,10,10,237
github.com/npm/cli,10,2,144
github.com/lxc/lxc,10,0,292
github.com/ether/etherpad-lite,10,0,830
github.com/NixOS/nix,10,3,236
github.com/mozilla-mobile/fenix,10,10,831
github.com/Gnucash/gnucash,10,0,291
github.com/qemu/qemu,10,0,102
github.com/CocoaPods/Specs,10,0,115
github.com/aws/aws-cli,10,3,368
github.com/xbmc/xbmc,10,10,435
github.com/assimp/assimp,10,5,363
github.com/tensorflow/models,10,10,242
github.com/apache/cassandra,10,0,429
github.com/ansible/awx,10,10,278
github.com/ruby/ruby,10,2,52
github.com/GeoNode/geonode,10,9,240
github.com/apple/swift,10,3,295
github.com/jruby/jruby,10,0,366
github.com/moodle/moodle,10,0,427
github.com/apache/beam,10,6,100
github.com/twbs/bootstrap,10,8,105
github.com/open-mpi/ompi,10,10,234
github.com/JuliaLang/julia,10,4,58
github.com/intel/llvm,10,9,99
github.com/bitcoin/bitcoin,10,6,97
github.com/CleverRaven/Cataclysm-DDA,10,4,94
github.com/rails/webpacker,0,0,428
github.com/DefinitelyTyped/DefinitelyTyped,10,9,51
github.com/electron-userland/electron-builder,10,1,372
github.com/nextcloud/server,10,8,116
github.com/chromium/chromium,10,7,43
github.com/mdn/browser-compat-data,10,6,282
github.com/owncloud/client,10,5,244
github.com/aframevr/aframe,10,0,828
github.com/microsoft/vscode,10,10,95
github.com/JetBrains/intellij-community,10,0,277
github.com/chakra-ui/chakra-ui,10,0,375
github.com/python/cpython,10,7,114
